Math_Interest,Physics_Interest,Chemistry_Interest,Biology_Interest,English_Interest,GPA,Coding_Skill,Problem_Solving,Data_Analysis,Web_Development,AI_Interest,Communication,Leadership,Teamwork,Public_Speaking,Creativity,Analytical_Thinking,Attention_To_Detail,Stress_Handling,Research_Interest,Social_Service_Interest,Cybersecurity_Interest,Blockchain_Interest,Cloud_Computing,DevOps_Interest,Mobile_Development,UI_UX_Design,Product_Management,Digital_Marketing,Testing_QA,Database_Management,Recommended_Career
5.0,4.0,6.0,4.0,3.0,9.2,8.459773800444522,4.0,2.0,4.0,4.0,3.0,6.0,6.0,5.0,5.08163076309992,4.0,2.0,3.0,2.0,3.0,4.0,5.0,3.0,3.0,10.0,6.5222239419083765,2.0,5.0,4.0,6.0,Mobile App Developer
3.0,2.0,5.0,4.0,2.0,6.1,7.712662581999531,6.0,6.0,6.0,2.0,6.0,4.0,3.0,5.0,6.407112068540608,4.0,2.0,6.0,2.0,2.0,5.0,5.0,5.0,6.0,9.437541686709812,6.65575495681809,3.0,5.0,3.0,5.0,Mobile App Developer
4.0,6.0,5.0,2.0,6.0,6.8,8.007337075831122,3.0,2.0,3.0,6.0,6.0,4.0,3.0,3.0,6.746165233492907,2.0,5.0,6.0,6.0,5.0,6.0,3.0,6.0,2.0,10.0,8.234174680826051,5.0,3.0,5.0,2.0,Mobile App Developer
2.0,6.0,5.0,3.0,2.0,6.3,9.026394294101985,6.0,5.0,6.0,5.0,2.0,2.0,3.0,4.0,4.9811392329332875,6.0,2.0,5.0,2.0,4.0,2.0,3.0,5.0,5.0,10.0,7.109126689648448,3.0,6.0,6.0,6.0,Mobile App Developer
5.0,2.0,5.0,2.0,5.0,6.2,8.290846001413588,2.0,6.0,4.0,6.0,2.0,5.0,4.0,4.0,4.97071108369962,2.0,6.0,2.0,3.0,2.0,4.0,4.0,5.0,5.0,8.143235160748251,7.541290471816168,4.0,2.0,2.0,3.0,Mobile App Developer
3.0,4.0,2.0,3.0,6.0,6.7,9.26949649320609,3.0,4.0,3.0,4.0,4.0,5.0,3.0,4.0,6.17751709440709,5.0,4.0,3.0,4.0,4.0,6.0,3.0,3.0,5.0,10.0,6.463067961075939,2.0,5.0,5.0,6.0,Mobile App Developer
4.0,5.0,4.0,5.0,5.0,6.6,9.798311422930517,5.0,3.0,3.0,4.0,5.0,4.0,2.0,6.0,4.7130596932172395,4.0,6.0,4.0,2.0,6.0,3.0,6.0,4.0,3.0,10.0,8.166847455503916,6.0,2.0,6.0,6.0,Mobile App Developer
4.0,4.0,2.0,2.0,6.0,6.2,8.280717704987465,4.0,5.0,6.0,4.0,6.0,2.0,2.0,4.0,4.366687133727925,5.0,3.0,4.0,4.0,6.0,2.0,4.0,3.0,2.0,10.0,7.658611568878325,2.0,5.0,5.0,5.0,Mobile App Developer
4.0,4.0,6.0,3.0,6.0,8.3,7.996484875143173,5.0,6.0,6.0,6.0,2.0,2.0,4.0,6.0,4.950904007662965,3.0,3.0,5.0,6.0,2.0,6.0,6.0,2.0,6.0,9.563738252852593,6.192513012131108,3.0,6.0,2.0,2.0,Mobile App Developer
5.0,5.0,2.0,2.0,3.0,7.5,7.888307233495856,6.0,3.0,3.0,6.0,4.0,5.0,5.0,5.0,7.479993699097522,6.0,4.0,3.0,4.0,3.0,2.0,3.0,4.0,4.0,10.0,5.5043826879450215,3.0,5.0,3.0,6.0,Mobile App Developer
5.0,6.0,4.0,5.0,2.0,6.3,7.865650804168374,6.0,4.0,2.0,4.0,5.0,6.0,6.0,5.0,5.09661812482958,4.0,4.0,4.0,6.0,6.0,3.0,6.0,6.0,5.0,7.523788400278619,5.2274744122214,4.0,6.0,5.0,6.0,Mobile App Developer
5.0,6.0,3.0,5.0,3.0,6.4,7.99451073972508,5.0,2.0,2.0,2.0,4.0,2.0,4.0,4.0,5.80398996139944,3.0,2.0,2.0,2.0,2.0,3.0,6.0,5.0,3.0,9.727988259119865,3.5205774334363245,5.0,6.0,5.0,6.0,Mobile App Developer
3.0,5.0,5.0,2.0,3.0,8.7,7.8953424679134026,3.0,5.0,3.0,2.0,3.0,4.0,3.0,6.0,7.764311935007492,6.0,2.0,3.0,2.0,2.0,6.0,4.0,5.0,3.0,8.899472338506536,5.742150697929833,5.0,5.0,4.0,4.0,Mobile App Developer
6.0,3.0,3.0,6.0,3.0,7.1,6.93122890191448,3.0,5.0,2.0,6.0,4.0,5.0,4.0,4.0,4.3292898523577,2.0,3.0,3.0,3.0,3.0,5.0,6.0,6.0,6.0,9.674627485834858,4.57236109724714,5.0,2.0,6.0,4.0,Mobile App Developer
2.0,6.0,6.0,2.0,2.0,8.0,6.697161086912444,4.0,3.0,2.0,3.0,5.0,3.0,2.0,5.0,5.580384519330994,4.0,6.0,6.0,2.0,6.0,2.0,4.0,6.0,6.0,10.0,6.407290179840179,3.0,3.0,3.0,4.0,Mobile App Developer
6.0,6.0,2.0,4.0,2.0,7.5,10.0,3.0,4.0,3.0,2.0,3.0,4.0,5.0,2.0,7.611149588826992,2.0,2.0,2.0,5.0,6.0,5.0,3.0,6.0,4.0,10.0,6.801509541733309,5.0,4.0,4.0,3.0,Mobile App Developer
5.0,5.0,4.0,6.0,5.0,7.7,7.464661085131708,6.0,3.0,3.0,2.0,3.0,2.0,2.0,2.0,5.14961169994136,5.0,6.0,3.0,4.0,6.0,5.0,6.0,4.0,2.0,9.986440827145772,5.613440383124005,2.0,4.0,3.0,6.0,Mobile App Developer
3.0,6.0,5.0,2.0,3.0,7.2,8.51444945944106,4.0,2.0,2.0,2.0,2.0,4.0,3.0,3.0,6.444572239240364,4.0,5.0,4.0,3.0,6.0,4.0,6.0,2.0,6.0,10.0,5.735103946096719,5.0,5.0,6.0,3.0,Mobile App Developer
6.0,5.0,3.0,5.0,5.0,7.3,8.6826163430038,5.0,6.0,5.0,3.0,6.0,3.0,6.0,3.0,7.242092812147737,5.0,4.0,3.0,2.0,6.0,6.0,4.0,6.0,5.0,9.52293113542609,6.806017728106745,5.0,4.0,2.0,5.0,Mobile App Developer
3.0,6.0,3.0,6.0,3.0,8.9,7.883553692706335,6.0,4.0,4.0,4.0,3.0,4.0,4.0,5.0,7.159215702561221,4.0,4.0,5.0,5.0,4.0,2.0,3.0,3.0,3.0,10.0,8.255743819133308,5.0,2.0,6.0,4.0,Mobile App Developer
3.0,6.0,5.0,6.0,3.0,9.0,9.245004953798361,6.0,4.0,4.0,2.0,6.0,3.0,4.0,2.0,4.643288790689287,3.0,5.0,5.0,4.0,2.0,3.0,5.0,4.0,4.0,9.71998562627937,7.049751799276634,2.0,4.0,2.0,5.0,Mobile App Developer
3.0,4.0,6.0,2.0,6.0,7.7,8.382699754133604,2.0,2.0,2.0,6.0,4.0,5.0,2.0,6.0,4.563015649833078,4.0,6.0,2.0,3.0,2.0,2.0,6.0,4.0,5.0,8.76300313465711,5.73501765146755,3.0,3.0,2.0,6.0,Mobile App Developer
6.0,4.0,3.0,6.0,4.0,7.3,7.813861494346313,3.0,4.0,4.0,3.0,3.0,5.0,3.0,5.0,6.574285445358058,6.0,3.0,6.0,4.0,2.0,5.0,3.0,2.0,4.0,10.0,4.7996784865207065,5.0,2.0,2.0,5.0,Mobile App Developer
2.0,2.0,2.0,4.0,6.0,6.0,6.238221377127443,2.0,5.0,5.0,4.0,5.0,4.0,5.0,4.0,5.15364013256642,2.0,6.0,4.0,3.0,3.0,2.0,6.0,2.0,3.0,10.0,5.648242035311418,2.0,3.0,5.0,3.0,Mobile App Developer
6.0,2.0,6.0,2.0,5.0,6.4,8.003304434083773,6.0,6.0,5.0,5.0,3.0,3.0,6.0,3.0,6.849254571307144,4.0,3.0,3.0,4.0,3.0,6.0,2.0,3.0,6.0,10.0,3.9525245072856867,5.0,3.0,5.0,3.0,Mobile App Developer
4.0,3.0,3.0,2.0,3.0,8.3,9.479559645638265,3.0,2.0,3.0,3.0,2.0,5.0,5.0,6.0,5.309499337587438,3.0,6.0,3.0,5.0,5.0,6.0,3.0,5.0,2.0,10.0,5.700046867017016,5.0,3.0,4.0,2.0,Mobile App Developer
5.0,3.0,2.0,3.0,2.0,8.3,6.788099025326234,2.0,2.0,3.0,2.0,5.0,2.0,6.0,4.0,6.974034068889736,4.0,2.0,6.0,4.0,6.0,3.0,2.0,3.0,4.0,9.649035078431023,4.8178491920456015,6.0,3.0,3.0,4.0,Mobile App Developer
6.0,6.0,6.0,6.0,5.0,8.3,6.295731127966702,5.0,3.0,6.0,5.0,4.0,6.0,2.0,5.0,8.017871381482644,2.0,4.0,4.0,3.0,6.0,5.0,3.0,4.0,2.0,10.0,5.553647569161144,6.0,3.0,3.0,5.0,Mobile App Developer
4.0,5.0,4.0,3.0,6.0,7.4,8.859252114076064,5.0,2.0,3.0,3.0,6.0,4.0,3.0,6.0,5.93082667055341,6.0,6.0,3.0,2.0,6.0,6.0,3.0,2.0,3.0,9.309310059725375,6.233070293726746,4.0,3.0,5.0,5.0,Mobile App Developer
5.0,5.0,5.0,2.0,5.0,7.5,9.281252833428383,4.0,2.0,2.0,5.0,6.0,6.0,4.0,4.0,7.0148294955930135,4.0,2.0,5.0,5.0,2.0,6.0,5.0,3.0,4.0,8.954342544702326,6.409712005843506,2.0,6.0,5.0,6.0,Mobile App Developer
3.0,3.0,2.0,6.0,4.0,7.5,9.032220260554865,4.0,4.0,6.0,2.0,4.0,2.0,6.0,4.0,6.9487279358149685,3.0,2.0,5.0,2.0,3.0,3.0,3.0,2.0,5.0,9.155921052623363,6.021982730571984,3.0,2.0,5.0,6.0,Mobile App Developer
6.0,2.0,5.0,4.0,3.0,6.4,8.259132093830795,4.0,4.0,3.0,5.0,6.0,6.0,5.0,3.0,4.8412083791928655,6.0,6.0,6.0,6.0,5.0,5.0,5.0,5.0,3.0,10.0,5.3074334867206705,5.0,5.0,2.0,6.0,Mobile App Developer
4.0,4.0,4.0,3.0,3.0,6.4,8.551348587286132,4.0,5.0,3.0,4.0,4.0,3.0,2.0,4.0,7.525397668874589,4.0,6.0,6.0,5.0,6.0,4.0,5.0,2.0,3.0,10.0,6.345872367612953,5.0,6.0,2.0,6.0,Mobile App Developer
4.0,6.0,3.0,6.0,4.0,6.1,5.647551400032229,4.0,2.0,6.0,3.0,5.0,6.0,4.0,5.0,6.694609134395579,5.0,2.0,3.0,5.0,2.0,6.0,5.0,2.0,2.0,10.0,6.19618965874529,4.0,4.0,4.0,4.0,Mobile App Developer
3.0,2.0,4.0,5.0,4.0,6.2,7.134250278210936,6.0,4.0,4.0,4.0,3.0,4.0,2.0,4.0,5.312154054975707,4.0,6.0,4.0,5.0,4.0,6.0,3.0,6.0,5.0,9.759935934601595,5.082851122168571,6.0,6.0,3.0,5.0,Mobile App Developer
6.0,6.0,2.0,4.0,3.0,8.7,8.104963048951861,5.0,2.0,6.0,4.0,2.0,6.0,6.0,4.0,6.046594167106035,5.0,3.0,5.0,6.0,6.0,5.0,3.0,6.0,6.0,9.17254014443658,5.495095437048208,4.0,4.0,5.0,4.0,Mobile App Developer
2.0,3.0,6.0,4.0,6.0,6.6,8.460275712160714,6.0,4.0,2.0,4.0,5.0,3.0,4.0,6.0,6.797044196898019,3.0,2.0,4.0,5.0,3.0,4.0,5.0,6.0,6.0,9.53912571742027,6.6622598757704035,5.0,3.0,3.0,2.0,Mobile App Developer
2.0,5.0,5.0,5.0,6.0,8.3,8.573930615366429,3.0,5.0,5.0,4.0,2.0,5.0,6.0,3.0,6.841678136102732,5.0,6.0,5.0,2.0,5.0,2.0,3.0,6.0,6.0,9.012423877371232,7.351150619772413,3.0,3.0,4.0,4.0,Mobile App Developer
2.0,4.0,5.0,4.0,2.0,8.8,8.949635290853044,3.0,2.0,6.0,3.0,2.0,5.0,2.0,3.0,5.036382935248918,2.0,5.0,5.0,3.0,3.0,4.0,4.0,6.0,3.0,9.884666117934408,7.111090544386361,2.0,6.0,6.0,2.0,Mobile App Developer
4.0,2.0,2.0,5.0,3.0,7.6,8.577973118308524,6.0,2.0,6.0,6.0,4.0,2.0,2.0,4.0,5.944681433964753,2.0,4.0,4.0,6.0,6.0,3.0,3.0,2.0,3.0,10.0,5.711112657897686,6.0,6.0,4.0,5.0,Mobile App Developer
5.0,6.0,4.0,2.0,3.0,9.1,5.964272505671461,4.0,2.0,3.0,2.0,2.0,2.0,4.0,5.0,6.8010714920673205,6.0,3.0,5.0,4.0,5.0,6.0,6.0,4.0,6.0,10.0,5.704274446012567,6.0,2.0,4.0,2.0,Mobile App Developer
4.0,4.0,6.0,5.0,3.0,8.9,6.0,6.0,5.0,2.0,4.0,7.016863499288711,2.0,4.0,4.0,9.364424383167846,3.0,6.0,4.0,7.400123832325241,4.0,6.0,5.0,6.0,3.0,3.0,10.0,3.0,2.0,2.0,3.0,UI/UX Designer
6.0,2.0,2.0,5.0,4.0,9.4,5.0,2.0,2.0,4.0,6.0,9.022392818747079,5.0,5.0,3.0,8.512389294183102,6.0,5.0,4.0,6.7479862567026485,5.0,3.0,3.0,5.0,3.0,4.0,10.0,2.0,4.0,6.0,5.0,UI/UX Designer
6.0,2.0,3.0,5.0,2.0,8.3,5.0,6.0,6.0,6.0,3.0,7.069383706137783,3.0,2.0,5.0,9.40467335492422,4.0,4.0,4.0,5.904843920087169,3.0,2.0,6.0,4.0,4.0,4.0,9.446197403338976,5.0,3.0,4.0,6.0,UI/UX Designer
3.0,6.0,5.0,5.0,3.0,9.4,4.0,2.0,4.0,2.0,2.0,7.336354089128414,2.0,2.0,6.0,9.92620586309067,4.0,3.0,2.0,6.742283438612344,5.0,5.0,4.0,2.0,5.0,4.0,10.0,3.0,2.0,6.0,2.0,UI/UX Designer
6.0,4.0,6.0,5.0,4.0,7.9,3.0,5.0,5.0,2.0,4.0,5.949958558555467,3.0,5.0,5.0,8.957583120199487,5.0,2.0,2.0,6.670925230803482,2.0,3.0,2.0,4.0,4.0,6.0,8.553261287006663,5.0,4.0,2.0,6.0,UI/UX Designer
4.0,5.0,2.0,5.0,5.0,7.0,4.0,6.0,5.0,5.0,2.0,7.385445915611088,2.0,3.0,5.0,10.0,6.0,6.0,2.0,6.045337648826061,6.0,2.0,3.0,6.0,2.0,2.0,8.424203196080216,6.0,3.0,5.0,5.0,UI/UX Designer
5.0,4.0,5.0,4.0,5.0,7.4,5.0,2.0,2.0,6.0,6.0,7.387198355703652,3.0,6.0,4.0,8.01304009387319,3.0,3.0,3.0,5.825129863425972,5.0,2.0,3.0,2.0,5.0,6.0,10.0,3.0,4.0,2.0,4.0,UI/UX Designer
3.0,2.0,3.0,2.0,5.0,9.0,3.0,5.0,4.0,5.0,6.0,7.21713575185929,6.0,4.0,3.0,10.0,4.0,2.0,3.0,5.5869935495912335,4.0,4.0,5.0,2.0,2.0,4.0,10.0,2.0,5.0,6.0,2.0,UI/UX Designer
4.0,6.0,3.0,3.0,3.0,8.9,2.0,6.0,5.0,6.0,6.0,7.26683060328974,5.0,4.0,5.0,9.722225154923361,4.0,2.0,6.0,7.661314826613116,4.0,4.0,6.0,4.0,3.0,5.0,10.0,2.0,4.0,5.0,6.0,UI/UX Designer
3.0,5.0,3.0,4.0,3.0,9.2,4.0,5.0,6.0,3.0,3.0,7.992792325454384,6.0,5.0,3.0,10.0,5.0,4.0,3.0,6.072361386833599,2.0,2.0,6.0,3.0,2.0,6.0,10.0,6.0,2.0,6.0,3.0,UI/UX Designer
6.0,6.0,6.0,2.0,2.0,7.9,2.0,2.0,6.0,5.0,6.0,4.555036674960034,2.0,6.0,2.0,9.96392244254564,3.0,3.0,5.0,6.589556608999046,6.0,6.0,5.0,2.0,4.0,5.0,9.449725168975778,3.0,4.0,6.0,2.0,UI/UX Designer
4.0,2.0,5.0,2.0,4.0,8.1,2.0,5.0,5.0,6.0,5.0,7.632612556501829,2.0,5.0,3.0,7.053668441033546,5.0,4.0,2.0,5.43156355178004,5.0,4.0,5.0,4.0,3.0,3.0,10.0,6.0,3.0,5.0,3.0,UI/UX Designer
6.0,2.0,4.0,4.0,2.0,9.2,6.0,3.0,5.0,6.0,4.0,7.3043010746416215,3.0,2.0,3.0,7.504015029227764,3.0,4.0,6.0,7.266313634139446,6.0,3.0,5.0,2.0,3.0,6.0,9.889948730557515,4.0,4.0,3.0,6.0,UI/UX Designer
3.0,3.0,3.0,5.0,6.0,7.5,6.0,4.0,2.0,3.0,6.0,8.033094419019559,5.0,3.0,5.0,8.656991380983719,5.0,4.0,4.0,6.813869624970481,6.0,4.0,3.0,4.0,4.0,5.0,9.777794474829113,2.0,6.0,6.0,2.0,UI/UX Designer
2.0,5.0,5.0,3.0,4.0,6.8,2.0,4.0,4.0,6.0,3.0,7.248038201901325,3.0,2.0,3.0,10.0,3.0,6.0,5.0,8.166801052791138,5.0,4.0,5.0,2.0,5.0,5.0,7.613196693156485,4.0,4.0,3.0,2.0,UI/UX Designer
2.0,5.0,3.0,5.0,2.0,8.2,2.0,2.0,3.0,2.0,6.0,5.500431793987943,5.0,2.0,6.0,10.0,6.0,5.0,3.0,8.584885687727521,5.0,6.0,4.0,2.0,4.0,4.0,8.340658399864807,6.0,3.0,3.0,5.0,UI/UX Designer
6.0,4.0,2.0,2.0,3.0,9.3,2.0,5.0,3.0,5.0,3.0,6.4542998780508825,2.0,4.0,4.0,8.973614138683374,6.0,5.0,5.0,7.9632233396636725,4.0,5.0,4.0,6.0,4.0,3.0,10.0,3.0,4.0,2.0,2.0,UI/UX Designer
2.0,6.0,4.0,5.0,5.0,7.4,3.0,2.0,4.0,6.0,5.0,7.093450189543753,2.0,4.0,6.0,10.0,3.0,5.0,2.0,7.375966607825131,6.0,2.0,4.0,3.0,3.0,3.0,9.826640512892864,5.0,2.0,2.0,3.0,UI/UX Designer
6.0,3.0,4.0,6.0,4.0,9.4,5.0,6.0,2.0,5.0,6.0,6.767981978887217,5.0,2.0,6.0,8.586188207427504,2.0,4.0,3.0,7.682599637679892,3.0,5.0,2.0,3.0,6.0,3.0,8.312224632120673,6.0,6.0,2.0,3.0,UI/UX Designer
5.0,6.0,4.0,6.0,2.0,6.8,2.0,3.0,3.0,4.0,3.0,6.854673040145562,3.0,3.0,6.0,9.021759840797326,2.0,3.0,6.0,7.564246899685179,6.0,3.0,5.0,4.0,5.0,5.0,10.0,3.0,4.0,3.0,3.0,UI/UX Designer
4.0,4.0,4.0,2.0,6.0,6.4,4.0,3.0,5.0,4.0,3.0,7.452007797116883,3.0,2.0,6.0,8.735572798435873,5.0,6.0,6.0,6.76520376312851,5.0,4.0,3.0,5.0,6.0,6.0,10.0,6.0,2.0,2.0,4.0,UI/UX Designer
3.0,6.0,5.0,5.0,3.0,8.8,4.0,3.0,4.0,6.0,5.0,5.589523726039048,4.0,5.0,4.0,9.324733035822067,5.0,6.0,6.0,7.551401990858316,5.0,5.0,5.0,2.0,4.0,6.0,9.712812461227566,3.0,4.0,6.0,6.0,UI/UX Designer
2.0,5.0,5.0,6.0,3.0,7.0,4.0,3.0,5.0,4.0,6.0,5.352613186919022,3.0,4.0,4.0,10.0,5.0,2.0,4.0,5.559558303737842,6.0,6.0,4.0,2.0,3.0,6.0,8.723528948430346,5.0,2.0,4.0,6.0,UI/UX Designer
3.0,6.0,5.0,6.0,5.0,9.1,6.0,4.0,2.0,5.0,3.0,8.61327162928885,5.0,2.0,4.0,9.287361038037444,2.0,3.0,5.0,7.369556250000333,2.0,5.0,4.0,2.0,4.0,3.0,10.0,6.0,3.0,5.0,2.0,UI/UX Designer
4.0,2.0,5.0,2.0,6.0,7.2,5.0,3.0,6.0,3.0,6.0,8.190178046191512,4.0,4.0,3.0,10.0,4.0,2.0,3.0,7.675430471276776,6.0,2.0,5.0,3.0,5.0,5.0,10.0,5.0,6.0,6.0,5.0,UI/UX Designer
4.0,2.0,2.0,5.0,6.0,6.5,2.0,4.0,3.0,3.0,6.0,7.532867207974033,5.0,4.0,4.0,9.17217721589257,5.0,4.0,2.0,6.535535224319505,6.0,3.0,3.0,6.0,6.0,4.0,10.0,5.0,5.0,6.0,4.0,UI/UX Designer
4.0,3.0,2.0,5.0,5.0,6.9,5.0,4.0,5.0,5.0,5.0,6.498653325999038,2.0,5.0,6.0,9.939715686803243,4.0,5.0,4.0,7.3078168701627,6.0,2.0,6.0,2.0,3.0,5.0,9.469750987563682,6.0,3.0,2.0,3.0,UI/UX Designer
4.0,4.0,4.0,4.0,3.0,6.3,6.0,3.0,5.0,3.0,2.0,8.241061925008804,3.0,6.0,4.0,8.237400399260377,6.0,2.0,2.0,6.358135537106518,4.0,5.0,3.0,6.0,5.0,3.0,9.320907571508805,2.0,3.0,3.0,5.0,UI/UX Designer
2.0,5.0,5.0,3.0,5.0,8.4,4.0,2.0,3.0,3.0,6.0,8.540839688203818,6.0,4.0,3.0,8.073525043228729,5.0,5.0,5.0,7.136684135544301,5.0,6.0,5.0,4.0,6.0,6.0,9.90847693314279,6.0,3.0,4.0,3.0,UI/UX Designer
3.0,2.0,5.0,3.0,5.0,7.4,2.0,4.0,4.0,2.0,5.0,6.8444388189008025,6.0,2.0,2.0,10.0,3.0,5.0,3.0,7.6049476222363666,5.0,3.0,2.0,4.0,2.0,2.0,10.0,4.0,4.0,2.0,2.0,UI/UX Designer
5.0,2.0,5.0,6.0,3.0,6.6,5.0,2.0,3.0,5.0,5.0,9.290724229816844,5.0,6.0,2.0,8.573560205565775,4.0,5.0,2.0,6.811740430001305,4.0,3.0,5.0,3.0,2.0,4.0,10.0,2.0,6.0,5.0,6.0,UI/UX Designer
4.0,6.0,6.0,6.0,2.0,7.7,5.0,3.0,4.0,2.0,2.0,6.656324514385516,6.0,6.0,4.0,9.614895616247997,3.0,4.0,2.0,8.165011187268176,6.0,6.0,6.0,6.0,2.0,4.0,7.5353048195208,2.0,2.0,4.0,5.0,UI/UX Designer
6.0,2.0,6.0,6.0,2.0,6.9,5.0,4.0,6.0,4.0,5.0,6.432968877924308,3.0,2.0,2.0,9.701317578205728,6.0,2.0,4.0,7.376256900282338,2.0,6.0,4.0,2.0,2.0,5.0,8.478468225921095,4.0,4.0,2.0,2.0,UI/UX Designer
4.0,4.0,3.0,5.0,6.0,6.6,3.0,2.0,2.0,5.0,2.0,7.933256768230259,6.0,5.0,5.0,10.0,6.0,2.0,5.0,6.677579941729677,4.0,6.0,6.0,2.0,6.0,3.0,10.0,6.0,4.0,6.0,6.0,UI/UX Designer
3.0,6.0,2.0,6.0,5.0,6.7,3.0,6.0,3.0,4.0,2.0,6.7910242026669865,5.0,2.0,5.0,10.0,4.0,4.0,6.0,7.189987080027143,2.0,4.0,6.0,5.0,2.0,2.0,8.012623499026502,5.0,4.0,2.0,3.0,UI/UX Designer
6.0,3.0,2.0,5.0,3.0,8.5,3.0,4.0,2.0,5.0,5.0,5.951021714827805,3.0,5.0,3.0,9.547911081495785,3.0,6.0,4.0,6.842563128005758,4.0,3.0,5.0,4.0,4.0,4.0,8.56557910099244,4.0,3.0,6.0,3.0,UI/UX Designer
2.0,4.0,2.0,6.0,3.0,9.2,6.0,4.0,2.0,6.0,5.0,8.352664094655418,2.0,4.0,4.0,9.37259435149587,4.0,3.0,4.0,6.583917360279586,5.0,3.0,3.0,2.0,3.0,2.0,10.0,6.0,6.0,4.0,5.0,UI/UX Designer
4.0,2.0,5.0,6.0,6.0,8.4,3.0,5.0,2.0,2.0,6.0,5.590952268905401,4.0,4.0,4.0,8.056699763171345,3.0,3.0,6.0,8.68830482532347,5.0,2.0,6.0,6.0,4.0,3.0,10.0,6.0,4.0,3.0,5.0,UI/UX Designer
5.0,5.0,2.0,2.0,6.0,6.4,5.0,3.0,2.0,3.0,4.0,6.802136296260334,3.0,3.0,3.0,10.0,5.0,6.0,2.0,6.281522369839147,4.0,4.0,3.0,2.0,2.0,5.0,8.638315691871473,2.0,3.0,6.0,4.0,UI/UX Designer
6.0,2.0,5.0,5.0,2.0,7.3,6.0,6.0,4.0,2.0,5.0,6.576658270665721,6.0,4.0,5.0,7.170788972286026,4.0,3.0,4.0,7.058113174133872,4.0,6.0,3.0,4.0,6.0,2.0,9.851029026042275,4.0,4.0,3.0,5.0,UI/UX Designer
2.0,4.0,3.0,6.0,5.0,7.1,4.0,2.0,4.0,3.0,2.0,7.747456957242169,5.0,4.0,6.0,8.393303630930221,5.0,4.0,6.0,7.080216039688963,5.0,4.0,4.0,5.0,6.0,3.0,7.891245784039579,6.0,2.0,3.0,3.0,UI/UX Designer
4.0,6.0,3.0,2.0,6.0,7.3,4.0,5.0,3.0,4.0,3.0,7.617209533645271,2.0,4.0,6.0,8.779295140968532,2.0,6.0,6.0,7.287213331129546,2.0,4.0,3.0,4.0,2.0,6.0,10.0,5.0,4.0,3.0,6.0,UI/UX Designer
5.0,4.0,4.0,5.0,3.0,7.6,4.0,6.0,2.0,2.0,6.0,8.596033598341464,2.0,3.0,5.0,9.43467797802443,5.0,6.0,4.0,6.812911820249696,4.0,4.0,5.0,4.0,5.0,6.0,8.635580076114644,4.0,2.0,5.0,3.0,UI/UX Designer
3.0,4.0,6.0,2.0,4.0,7.7,6.0,3.0,3.0,2.0,4.0,6.644002219487778,4.0,3.0,4.0,10.0,5.0,2.0,2.0,6.71068129576892,4.0,6.0,2.0,2.0,5.0,6.0,10.0,4.0,2.0,4.0,4.0,UI/UX Designer
4.0,4.0,6.0,5.0,5.0,8.5,2.0,6.0,4.0,2.0,4.0,7.136686293905656,6.0,4.0,5.0,7.820757580704233,2.0,5.0,5.0,7.195995113266939,5.0,3.0,5.0,5.0,2.0,3.0,10.0,5.0,3.0,5.0,4.0,UI/UX Designer
2.0,5.0,6.0,6.0,4.0,7.7,3.0,2.0,2.0,2.0,5.0,6.33586640154411,5.0,2.0,6.0,8.695278819007573,6.0,5.0,3.0,7.041040615688923,5.0,2.0,2.0,5.0,2.0,2.0,9.560945658587537,5.0,6.0,4.0,2.0,UI/UX Designer
5.0,3.0,3.0,4.0,4.0,7.7,4.0,5.0,5.0,6.0,2.0,6.931533866429836,5.0,2.0,4.0,9.277053338389994,6.0,6.0,2.0,7.067926825094768,5.0,2.0,4.0,6.0,6.0,6.0,9.071617429468663,2.0,2.0,5.0,2.0,UI/UX Designer
4.0,5.0,5.0,3.0,5.0,9.2,6.0,3.0,5.0,2.0,5.0,7.678640946881716,3.0,2.0,6.0,7.953141704631735,4.0,2.0,4.0,6.897498964301367,4.0,3.0,3.0,2.0,4.0,2.0,8.396966726759539,2.0,3.0,2.0,6.0,UI/UX Designer
3.0,6.0,2.0,5.0,5.0,6.7,2.0,4.0,3.0,4.0,2.0,8.446863067680864,2.0,6.0,4.0,10.0,5.0,4.0,3.0,7.504093506584649,3.0,5.0,5.0,3.0,5.0,5.0,9.474796748404692,4.0,3.0,2.0,2.0,UI/UX Designer
2.0,2.0,3.0,5.0,6.0,9.2,6.0,5.0,5.0,6.0,2.0,7.40352291152933,4.0,5.0,6.0,8.893933232661134,3.0,3.0,5.0,7.507506857277027,6.0,5.0,5.0,4.0,5.0,2.0,10.0,3.0,6.0,3.0,3.0,UI/UX Designer
3.0,3.0,4.0,2.0,3.0,8.3,2.0,5.0,5.0,3.0,4.0,7.483313822432503,6.0,6.0,5.0,8.695581759802629,3.0,5.0,5.0,5.670377553207968,3.0,6.0,4.0,2.0,5.0,6.0,9.447360669817451,4.0,6.0,6.0,4.0,UI/UX Designer
5.0,5.0,6.0,6.0,2.0,9.0,3.0,5.0,5.0,2.0,3.0,7.441704808317815,2.0,3.0,2.0,9.705662554730736,5.0,6.0,4.0,8.515529608278433,6.0,3.0,3.0,4.0,2.0,3.0,10.0,5.0,6.0,5.0,3.0,UI/UX Designer
